Be true to yourself  help others  make each day your masterpiece  make friendship a fine art  drink deeply from good books - especially the Bible  build a shelter against a rainy day  give thanks for your blessings and pray for guidance every day.;John Wooden;art                19,,,,,,,,,281
As a medical doctor  it is my duty to evaluate the situation with as much data as I can gather and as much expertise as I have and as much experience as I have to determine whether or not the wish of the patient is medically justified.;Jack Kevorkian;medical                     19,,,,,,,,,281
If I wasn't dyslexic  I probably wouldn't have won the Games. If I had been a better reader  then that would have come easily  sports would have come easily... and I never would have realized that the way you get ahead in life is hard work.;Bruce Jenner;sports                   20,,,,,,,,,281
Snowboarding's tough  because you've got to go to the mountains. For me  I love the skateboard season because I get to hangout at home and still be skating. I don't have to travel to Norway or Japan or these crazy places to be snowboarding.;Shaun White;travel                    20,,,,,,,,,281
Eventually I did that  but it took a lot of twists and turns  and there were a year or two there where I was living with no money at all - no home  no car  no nothing. I was living in somebody's garage in Los Angeles at that point - for a year.;Renny Harlin;car                  21,,,,,,,,,281
Even if you're unhappy  just pretend that you're happy. Eventually  your smile will be contagious to yourself. I had to learn that. I used to think  'I'm being fake ' but you know what? Better to be fake and happy than real and miserable.;Evangeline Lilly;smile                  22,,,,,,,,,281
You control your future  your destiny. What you think about comes about. By recording your dreams and goals on paper  you set in motion the process of becoming the person you most want to be. Put your future in good hands - your own.;Mark Victor Hansen;dreams                    23,,,,,,,,,281
You control your future  your destiny. What you think about comes about. By recording your dreams and goals on paper  you set in motion the process of becoming the person you most want to be. Put your future in good hands - your own.;Mark Victor Hansen;future                    23,,,,,,,,,281
Since Castro took power  the Cuban people have been denied basic human freedoms. No freedom of religion  no freedom of the press  no political freedom. And the regime uses brutality and violence to suppress these freedoms and impose its will.;Mitt Romney;power                   23,,,,,,,,,281
I can't grill vegetables  shellfish or steaks without tongs. Don't bother with those long-handled grilling tongs normally found in the BBQ section of your home store. Get intimate with your grill and opt for the regular stainless steel tongs.;Bobby Flay;home                     24,,,,,,,,,281
In the holy city of Mecca  violence of any kind was forbidden. From the moment they left home  pilgrims were not permitted to carry weapons  to swat an insect or speak an angry word  a discipline that introduced them to a new way of living.;Karen Armstrong;home                  25,,,,,,,,,281
I just want to make music  I don't want people to talk about me. All I've ever wanted to do was sing. I don't want to be a celebrity. I don't want to be in people's faces  you know  constantly on covers of magazine that I haven't even known I'm on.;Adele;music                   25,,,,,,,,,281
In a time of tight budgets  difficult choices have to be made. We must make sure our very limited resources are spent on priorities. I believe we should have no higher priority than investing in our children's classrooms and in their future.;Bob Riley;future                     26,,,,,,,,,281
And for the city's birthday  we will host events in every neighborhood of the city  inviting all of our residents to share in the celebration of Boston's great epic - the story of neighbors who support one another where it matters most.;Thomas Menino;birthday                    27,,,,,,,,,281
With nine degrees of warming  computer models project that Australia will look like a disaster movie. Habitats for most vertebrates will vanish. Water supply to the Murray-Darling Basin will fall by half  severely curtailing food production.;Jeff Goodell;food                    28,,,,,,,,,281
Give your dog or cat respect  patience  understanding and love. And if you just change to one vegetarian day a week  that's a wonderful step that will save animal lives. It means you have chosen something kind instead of something cruel.;Ingrid Newkirk;respect                   28,,,,,,,,,281
Man learns through experience  and the spiritual path is full of different kinds of experiences. He will encounter many difficulties and obstacles  and they are the very experiences he needs to encourage and complete the cleansing process.;Sai Baba;experience                    29,,,,,,,,,281
If the events of September 11 2001  have proven anything  it's that the terrorists can attack us  but they can't take away what makes us American - our freedom  our liberty  our civil rights. No  only Attorney General John Ashcroft can do that.;Jon Stewart;freedom               29,,,,,,,,,281
Confronting a stadium audience  you can't see the whites of their eyes. It's just an amorphous mass of noise and  of course  you can't see the alleged billions watching at home either  so the degree to which you are intimidated is quite low.;Rowan Atkinson;home                  30,,,,,,,,,281
The other day the President said  I know you've had some rough times  and I want to do something that will show the nation what faith that I have in you  in your maturity and sense of responsibility. He paused  then said  would you like a puppy?;Dan Quayle;faith                 32,,,,,,,,,281
My goal is to be a household name  and when I do that  I want to help other girls become models  and maybe even launch a fashion line with my mom  like Beyonce did with her mother. My mom has such a good eye  and it's always been a dream of hers.;Chanel Iman;mom                 33,,,,,,,,,281
I know it's hard to blame the time  but there's a bit of an expectation for a summer movie. I think that 'Superman Returns' was a bit nostalgic and romantic  and I don't think that was what people were expecting  especially in the summer.;Bryan Singer;romantic                   34,,,,,,,,,281
We watch a lot of Discovery Channel  shows like 'The Biggest Loser' and even 'Amazing Race.' You learn a lot about the world  it's fun and nobody's interested in beating anybody down. And then the opposite: I'm a huge fan of 'Survivor.';Alison Sweeney;amazing                    35,,,,,,,,,281
The monarchy is foremost a business  and it's important to them that the British public continue to finance the excessive luxurious lifestyles of the now quite enormous  wasteful and useless 'royal' family. I find it very sad.;Steven Patrick Morrissey;finance                    35,,,,,,,,,281
Gay marriage is the last bastion of  to me... as a legal  ceremonial  sentimental and religious side  it's one of the last steps. Retaining your job being one of the earlier steps  like  not getting kicked out of your job because you're gay.;Gus Van Sant;marriage                35,,,,,,,,,281
A guy is a lump like a doughnut. So  first you gotta get rid of all the stuff his mom did to him. And then you gotta get rid of all that macho crap that they pick up from beer commercials. And then there's my personal favorite  the male ego.;Roseanne Barr;mom                    35,,,,,,,,,281
In the transmission of human culture  people always attempt to replicate  to pass on to the next generation the skills and values of the parents  but the attempt always fails because cultural transmission is geared to learning  not DNA.;Gregory Bateson;learning                  36,,,,,,,,,281
When men hear women want a commitment  they think it means commitment to a romantic relationship  but that's not it. It's a commitment to not floating around anymore. I want a guy who is entrenched in his own life. Entrenched is awesome.;Mindy Kaling;romantic                    37,,,,,,,,,281
I want to be able to look back and say  'I've done everything I can  and I was successful.' I don't want to look back and say I should have done this or that. I'd like to change things for the younger generation of swimmers coming along.;Michael Phelps;change                    38,,,,,,,,,281
Before success comes in any man's life  he's sure to meet with much temporary defeat and  perhaps some failures. When defeat overtakes a man  the easiest and the most logical thing to do is to quit. That's exactly what the majority of men do.;Napoleon Hill;men                   38,,,,,,,,,281
There are a lot of conservative people  a lot of moderate people  Republicans  Democrats  in Hollywood. It is just that the conservative people by the nature of the word itself play closer to the vest. They do not go around hot dogging it.;Clint Eastwood;nature                  38,,,,,,,,,281
For the first time in my adult lifetime  I am really proud of my country. And not just because Barack has done well  but because I think people are hungry for change. And I have been desperate to see our country moving in that direction.;Michelle Obama;change                    39,,,,,,,,,281
But if you pick up every other magazine  it is the peanut butter diet  or the cabbage soup diet  and then you go to the radio and you hear that you can drink some solution and you will lose weight overnight. It just does not work that way!;Richard Simmons;diet                   39,,,,,,,,,281
Many seventh graders I know in Illinois  as well as around the Nation  are studying the Constitution. I was pretty impressed with the quality of education our children are receiving because they had not expected me to ask them about it.;Melissa Bean;education                    39,,,,,,,,,281
An unexamined faith is not worth having  for fundamentalism and uncritical certitude entail the rejection of one of the great human gifts: that of free will  of the liberty to make up our own minds based on evidence and tradition and reason.;Jon Meacham;faith                    39,,,,,,,,,281
Even as we enumerate their shortcomings  the rigor of raising children ourselves makes clear to us our mothers' incredible strength. We fear both. If they are not strong  who will protect us? If they are not imperfect  how can we equal them?;Anna Quindlen;fear                   39,,,,,,,,,281
My younger sister had kids before I did  and managed to earn a master's degree while raising them as a single parent. Now she's a brilliant second-grade teacher. I'm in awe of her ability to juggle everything and still be a great mother.;Idina Menzel;teacher                     39,,,,,,,,,281
I think that clearly it has an influence  to be coming of age during the punk rock era  to come from a difficult and sporadically violent background  to have been in and out of such chaos  I think it actually helps. But I don't know for sure.;Craig Ferguson;age                  40,,,,,,,,,281
In regards to being a fashion aficionado  there's a certain amount of taking yourself seriously in the professional world. The self-effacing person can't completely go down the serious road. But I design  and love when things are beautiful.;St. Vincent;design                    40,,,,,,,,,281
When I was working on Eye of the Beholder  I played a character who is so aloof that my whole lifestyle became very aloof. If someone knocked on my door  there was a part of me that went into a rage  because I wanted to be isolated and alone.;Ashley Judd;alone                   41,,,,,,,,,281
Luckily I don't have to buy shoes anymore  because I design them! I'm off tour  so I can dive in and create the shoes that I want for my line. But okay  I did buy a pair of vintage combat boots because they were so beaten up - I had to have them.;Fergie;design                   41,,,,,,,,,281
All of my friends are animal people. To me  cats are people  too. Animals are people  too. I travel a lot and when I go overseas  it's really hard on me because the animals are treated much differently  especially in developing countries.;AnnaLynne McCord;travel                 42,,,,,,,,,281
I first became a vegetarian when I was nine  in response to an argument made by a radical babysitter. My great change - which lasted a couple of weeks - was based on the very simple instinct that it's wrong to kill animals for food.;Jonathan Safran Foer;food                     43,,,,,,,,,281
A friend of mine has a big farm in the desert  and she picks up feathers and roadkill for me  then makes it into clothes. I think it's cool to wear roadkill. If I died and somebody wanted to wear my teeth around their neck to VMAs  I'd feel honored.;Kesha;cool                   45,,,,,,,,,281
Because society places a value on masculinity  gay men aspire to it. If you go to a gay club and the doorman says  'You do realise this is a gay club  don't you lads?' you get all excited because you think  'Wow  he thought I was straight!';Graham Norton;society                 45,,,,,,,,,281
It is a strange fact that freedom and equality  the two basic ideas of democracy  are to some extent contradictory. Logically considered  freedom and equality are mutually exclusive  just as society and the individual are mutually exclusive.;Thomas Mann;freedom                  46,,,,,,,,,281
It is a strange fact that freedom and equality  the two basic ideas of democracy  are to some extent contradictory. Logically considered  freedom and equality are mutually exclusive  just as society and the individual are mutually exclusive.;Thomas Mann;society                  46,,,,,,,,,281
No society has been able to abolish human sadness  no political system can deliver us from the pain of living  from our fear of death  our thirst for the absolute. It is the human condition that directs the social condition  not vice versa.;Eugene Ionesco;death                  49,,,,,,,,,281
But of course when people watch morning television  Terry  it's a very different animal. You know  they're running around  they're getting their kids ready for school  they're probably doing eight million things  they're brushing their teeth.;Katie Couric;morning                50,,,,,,,,,281
I call upon the scientific community in our country  those who gave us nuclear weapons  to turn their great talents now to the cause of mankind and world peace: to give us the means of rendering these nuclear weapons impotent and obsolete.;Ronald Reagan;great                    51,,,,,,,,,281
I call upon the scientific community in our country  those who gave us nuclear weapons  to turn their great talents now to the cause of mankind and world peace: to give us the means of rendering these nuclear weapons impotent and obsolete.;Ronald Reagan;peace                    51,,,,,,,,,281
That future depends on the values of self-government  our sense of duty  loyalty  self-confidence and regard for the common good. We are a diverse country  and getting more diverse. And these virtues are what keep this great country together.;Jeff Miller;future                  52,,,,,,,,,281
My finances have been decimated by a group of people  such as my ex-attorney  my ex-business manager  and an estate planner  specifically. And they have conspired together to - to co-op my corporations  put in trustees without my knowledge.;Randy Quaid;knowledge                 52,,,,,,,,,281
I am sure that the sad days and happenings were rare  and that I lived the joyous and careless life of other children but just because the happy days were so habitual to me they made no impression upon my mind  and I can no longer recall them.;Pierre Loti;sad                    52,,,,,,,,,281
If you look at U.S. history through religious history  there is very much a motif that shows the importance religion has played in the U.S. We're a very religious country and it affects the way we look at various political issues.;Madeleine Albright;religion                     53,,,,,,,,,281
My dad was kind of a pool shark and had a Frank Sinatra  Dean Martin thing going on. I've always been fascinated by the fifties because of him. There was a hip  cool  anything-goes atmosphere back then  but looking good was still a priority.;Dylan McDermott;dad                  55,,,,,,,,,281
When we criticize in Iran the actions of the government  the fundamentalists say that we and the Bush Administration are in the same camp. The funny thing is that human rights activists and Mr. Bush can never be situated in the same group.;Shirin Ebadi;funny                     55,,,,,,,,,281
Before people complain of the obscurity of modern poetry  they should first examine their consciences and ask themselves with how many people and on how many occasions they have genuinely and profoundly shared some experience with another.;W. H. Auden;poetry                     56,,,,,,,,,281
The wise man does not expose himself needlessly to danger  since there are few things for which he cares sufficiently but he is willing  in great crises  to give even his life - knowing that under certain conditions it is not worthwhile to live.;Aristotle;life                   57,,,,,,,,,281
We can't go to people who have lost their job at GM and say  'Oh  by the way  we are going to pay money to build a road here or inoculate children there ' unless we can demonstrate that it is in America's interest. I happen to think it is.;Hillary Clinton;money                  59,,,,,,,,,281
The concern right now is that families are paying for insurance  or getting insurance from their employer and trusting that health care will be available for their families. In too many instances now  the care they need isn't available.;Debbie Stabenow;health                    63,,,,,,,,,281
If a person studies too much and exhausts his reflective powers  he will be confused  and will not be able to apprehend even that which had been within the power of his apprehension. For the powers of the body are all alike in this respect.;Maimonides;respect                    63,,,,,,,,,281
It has been my honor to support and work with President Barack Obama  a man who has brought courage and character to the presidency. President Obama's strength of character leads him to do the right thing  even when it isn't the easy thing.;Harry Reid;courage                    68,,,,,,,,,281
If it is wrong for you to take money from someone else who earned it  to take their money by force for your own needs  then it is certainly just as wrong for you to demand that the government step forward and do this dirty work for you.;Neal Boortz;government                    68,,,,,,,,,281
The major obstacle to a religious renewal is the intellectual classes  who are highly influential and tend to view religion as primitive superstition. They believe that science has left atheism as the only respectable intellectual stance.;Robert Bork;science                     69,,,,,,,,,281
My stay-married secret would probably be exercising good communication  not when you have to but all the time. I think if you do that  you kinda just cleanse the situations  so there's not build up. I think that's probably the best way to do it.;Guy Fieri;best                   70,,,,,,,,,281
The police cannot protect the citizen at this stage of our development  and they cannot even protect themselves in many cases. It is up to the private citizen to protect himself and his family  and this is not only acceptable  but mandatory.;Jeff Cooper;family                   70,,,,,,,,,281
The delicate thing about the university is that it has a mixed character  that it is suspended between its position in the eternal world  with all its corruption and evils and cruelties  and the splendid world of our imagination.;Richard Hofstadter;imagination                   72,,,,,,,,,281
Our budget works to reduce and eliminate the risk of attacks at our ports  rails  in the skies  our food supply and roads by allowing for increases in many of the programs and agencies to help protect these important areas of commerce and travel.;Jim Ryun;food                   73,,,,,,,,,281
The Hispanic community values entrepreneurship and family-owned businesses  and we deserve a leader in Washington who is dedicated to creating an environment where our values  our goals and our dreams of prosperity can become reality.;Mario Diaz-Balart;dreams                    74,,,,,,,,,281
It becomes a giant's task to compute the result when the effect of cross seas  wind at all angles and ever varying force  arched surfaces  head resistance  ratio of weight to area  and the intelligence of the guiding power crop up.;Lawrence Hargrave;intelligence                 77,,,,,,,,,281
I'm pretty much a 9-to-5 kind of guy. I usually get to work about 8 in the morning  and I work until 4 or 5  and sometimes I work on Saturday and Sunday mornings. Pretty much I keep the same hours as an accountant or clerk or whatever.;Douglas Preston;morning                    82,,,,,,,,,281
Our markets have not achieved their great successes as a result of government fiat  but rather through efforts of competing interests working to meet the demands of investors and to fulfill the promises posed by advancing technology.;Arthur Levitt;technology                     82,,,,,,,,,281
There are things that I invented - the creaky geriatric robot that is always grumpy  for example  or the little wheelie guy  he's not in the Hasbro lore. But kids love that stuff - this little guy as a pet on a chain. They gravitate towards it.;Michael Bay;pet                   83,,,,,,,,,281
As the President reviewed the state of the union and unveiled his second-term agenda  he fell short of adequately explaining how he intends to set America back on the course of fiscal responsibility and secure the fiscal health of the nation.;Ron Kind;health                     84,,,,,,,,,281
I don't cook - I can cook - but I'm not very good. I like being asked over for dinner  because she can't cook either. We would starve if it weren't for modern technology. I know how to work a microwave  but love home cooked meals.;Mark Mothersbaugh;technology                    85,,,,,,,,,281
What I look for when I see a piece of art for the first time is some kind of emotional  intellectual experience  that's a combination of both of those things and is informed by my knowledge and something new that I see the artist doing.;Cheech Marin;knowledge                    86,,,,,,,,,281
A universe with a God would look quite different from a universe without one. A physics  a biology where there is a God is bound to look different. So the most basic claims of religion are scientific. Religion is a scientific theory.;Richard Dawkins;religion                     87,,,,,,,,,281
It is amazing to think after all that has happened in this country in the last few years  the last few decades  that so many people have this blind faith that government is our friend and therefore  so we don't need protections against it.;James Bovard;amazing                   88,,,,,,,,,281
Of all the failed technologies that litter the onward march of science - steam carriages  zeppelins  armoured trains - none has been so catastrophic to prosperity as the last century's attempt to generate electricity from nuclear fission.;James Buchan;science                    88,,,,,,,,,281
Wisdom is the right use of knowledge. To know is not to be wise. Many men know a great deal  and are all the greater fools for it. There is no fool so great a fool as a knowing fool. But to know how to use knowledge is to have wisdom.;Charles Spurgeon;wisdom                     91,,,,,,,,,281
It is a matter of public shame that while we have now commemorated our hundredth anniversary  not one in every ten children attending Public schools throughout the colonies is acquainted with a single historical fact about Australia.;Henry Lawson;anniversary                     92,,,,,,,,,281
I think you just assume that your memory is just sort of a video playback of your experience  but it's nothing like that at all. It's a complete refabrication of an event and a lot of it is made up  because you're filling in spaces.;Charlie Kaufman;experience                    92,,,,,,,,,281
Every time I got 'Amazing Spider-Man' or 'Fantastic Four' or another book firmly on the rails  we got pulled into some big event book or crossover and it cost momentum and messed badly with the pacing and structure of the book.;J. Michael Straczynski;amazing                     93,,,,,,,,,281
I haven't been as wild with my money as somebody like me might have been. I've been very safe  very conservative with investments. I don't blow money. I don't have a ton of houses. I know things can go away. I've already had that experience.;Jim Carrey;money                     93,,,,,,,,,281
Libertarians argue that no normal adult has the right to impose choices on other normal adults  except in abnormal circumstances  such as when one person finds another unconscious and administers medical assistance or calls an ambulance.;Tom G. Palmer;medical                    94,,,,,,,,,281
The art of living does not consist in preserving and clinging to a particular mode of happiness  but in allowing happiness to change its form without being disappointed by the change happiness  like a child  must be allowed to grow up.;Charles Morgan;happiness                   95,,,,,,,,,281
We have to forget the past. History is something that even today we are paying the consequences  and the future is integration. We all as a people  as citizens  as the leadership of both countries should be looking in that direction.;Atifete Jahjaga;leadership                   95,,,,,,,,,281
But to this day I am convinced that the real reason we met was because Alexander is from Nebraska  and he was completely fascinated that I was about to go off and make a movie with Brando - perhaps the most famous Nebraskan of all.;Thomas Haden Church;famous                     97,,,,,,,,,281
Pop is a little bit theatrical. That's the whole vibe. That's the point - is that it's great music  great melodies  great hooks. But  on top of it  it's a presentation. There's a showmanship about it. And that's why I wanted to be a pop star.;Adam Lambert;music                  98,,,,,,,,,281
Life is the most exciting opportunity we have. But we have one shot. You graduate from college once  and that's it. You're going out of that nest. And you have to find that courage that's deep  deep  deep in there. Every step of the way.;Andrew Shue;graduation                   99,,,,,,,,,281
I think we have to face the reality that in a society where there is a legitimate threat of terrorism  not being able to see one's face  not being able to have some sense of communication in that way  is for many societies a challenge.;Hillary Clinton;society                   101,,,,,,,,,281
What I really tried to do with Helen was make her show this sad side of her. She was married off at 16  was so young and living in this castle that can't leave because of how she looks  and married to a man she hates and three times her age.;Diane Kruger;age                    102,,,,,,,,,281
I think President Obama could have handled politics and policies differently. But he has been decisive  strong  and consistent - important qualities in a president. Mitt Romney is indeed an Etch A Sketch  the antithesis of leadership.;Eliot Spitzer;leadership                   102,,,,,,,,,281
What I really tried to do with Helen was make her show this sad side of her. She was married off at 16  was so young and living in this castle that can't leave because of how she looks  and married to a man she hates and three times her age.;Diane Kruger;sad                    102,,,,,,,,,281
I wanted to be a mechanic. When I was 14 I wanted to quit school and go work on my car. But my dad said Son  you shouldn't do that. You should stay in school until your education is finished  and when you're done  don't make your hobby your job.;Eric Bana;car                   107,,,,,,,,,281
I wanted to be a mechanic. When I was 14 I wanted to quit school and go work on my car. But my dad said Son  you shouldn't do that. You should stay in school until your education is finished  and when you're done  don't make your hobby your job.;Eric Bana;dad                   107,,,,,,,,,281
If a State has reliable scientific information that demonstrates that a warning is needed for a particular food  then in the interest of public health  it should share that information with the FDA and petition for a new national standard.;Nathan Deal;health                    111,,,,,,,,,281
There are powerful emotions that bring two people together in wonderful harmony in a marriage. Satan knows this  and would tempt you to try these emotions outside of marriage. Do not stir emotions meant to be used only in marriage.;Richard G. Scott;marriage                     111,,,,,,,,,281
It takes great skill to tell a compelling story in under 60 seconds. These five directors have mastered the format  using their talent  craft and imagination to provide us with some of the most innovative filmmaking out there today.;Michael Apted;imagination                    114,,,,,,,,,281
Whether it was his ability to turn around the Massachusetts economy or turn around businesses in the private sector  Mitt Romney has demonstrated the leadership that we need in the White House to get the country on the right track.;Lisa Murkowski;leadership                     115,,,,,,,,,281
Having photographed the landscape for a number of years and specifically working with trees and in the forest I found  without consciously thinking about it  that it was a great learning experience for me in terms of organizing elements.;John Sexton;learning                    117,,,,,,,,,281
Every woman I've had a relationship with has found this maddening the fact that I will talk about anything on the stage  and reveal all this stuff  and yet when I'm at home  I clam up and won't discuss anything intimate or personal.;Jarvis Cocker;relationship                   119,,,,,,,,,281
I guess my religious faith sustained me more than anything else. Family is also very important. If I didn't have children  it would have been too difficult. Even if you are strong  you still need people who would support you all the way.;Corazon Aquino;faith                    121,,,,,,,,,281
American policy seems to be wed to a perpetual state of war. Why? History shows that the world will always be in flux or turmoil  with different peoples competing for visibility and power. The U.S. cannot fix the fate of every nation.;Camille Paglia;history                     128,,,,,,,,,281
I've been very fortunate to be able to jump around. I just did this really wonderful film called Map of the World. That was a real  amazing  dramatic story. Then I did a movie called Company Men  a little comedy about the Bay of Pigs.;Sigourney Weaver;amazing                   130,,,,,,,,,281
To drive an F1 car you have to be a little mad. On the morning of a race there's a mix of excitement and fear. If it's a wet track  then it's worse as you're not in control most of the time  which is the thing all drivers fear the most.;Jenson Button;morning                    130,,,,,,,,,281
'I Am Number Four' is an action-packed adventure entwined with a romantic story. I play the role of John Smith. John wants to be a normal kid  but he is from a different planet and he has been given this destiny of becoming a warrior.;Alex Pettyfer;romantic                     141,,,,,,,,,281
Every song you're trying to find something that going to connect in different ways but for me the songs that I'm really drawn to are inspirational  songs that lift you and that everybody can relate to no matter where you're from.;Rodney Atkins;inspirational                     146,,,,,,,,,281
Under current law volunteers who are not working with an official nonprofit organization are not covered by the Volunteer Protection Act. Therefore  there are absolutely no legal protections for the average American who wishes to volunteer.;Jon Porter;legal                     147,,,,,,,,,281
Thanksgiving is a time when the world gets to see just how blessed and how workable the Christian system is. The emphasis is not on giving or buying  but on being thankful and expressing that appreciation to God and to one another.;John Clayton;thanksgiving                     148,,,,,,,,,281
Employees are a company's greatest asset - they're your competitive advantage. You want to attract and retain the best provide them with encouragement  stimulus  and make them feel that they are an integral part of the company's mission.;Anne M. Mulcahy;best                    150,,,,,,,,,281
Perhaps the best motivation for going to Mars is political. It is obvious that no single nation currently has either the will or the resources to do it alone  but a consortium of nations and space agencies could achieve it within 20 years.;Paul Davies;alone                     157,,,,,,,,,281
President Reagan was a leader at a time when the American people most needed leadership. He outlined a vision that captured the imagination of the free world  a vision that toppled the Communist empire and freed countless millions.;Dennis Hastert;leadership                     157,,,,,,,,,281
You must realize that honorary degrees are given generally to people whose SAT scores were too low to get them into schools the regular way. As a matter of fact  it was my SAT scores that led me into my present vocation in life  comedy.;Neil Simon;graduation                    160,,,,,,,,,281
I think it's a terrible thing to write and not enjoy it. It's a sad thing. But of course a lot of people do work because they need to eat. And we all need to eat  but that's not the only reason to work. You couldn't have paid me not to write.;Anne Perry;sad                     161,,,,,,,,,281
The upside to anger? Getting it out of your system. You got to express your anger. Then you have room for more positive things. If I hold something in a long time  and then I speak it  it's amazing how the light shines so much brighter.;Reba McEntire;amazing                    162,,,,,,,,,281
You go to a restaurant in the States and kids have these game boards at the table. You don't see that in Italy or Spain. It's not because they can't afford to buy them  it's because that's not what eating together as a family is about.;Emeril Lagasse;family                     167,,,,,,,,,281
There is always the danger that we may just do the work for the sake of the work. This is where the respect and the love and the devotion come in - that we do it to God  to Christ  and that's why we try to do it as beautifully as possible.;Mother Teresa;love                    168,,,,,,,,,281
Those who have the strength and the love to sit with a dying patient in the silence that goes beyond words will know that this moment is neither frightening nor painful  but a peaceful cessation of the functioning of the body.;Elisabeth Kubler-Ross;strength                     168,,,,,,,,,281
There is always the danger that we may just do the work for the sake of the work. This is where the respect and the love and the devotion come in - that we do it to God  to Christ  and that's why we try to do it as beautifully as possible.;Mother Teresa;work                    168,,,,,,,,,281
Her beauty didn't do her any good and she couldn't use it in any positive way or manipulative way. I just hope that people will look and see and believe in that hope of love  that hope of freedom  even if it was just for a limited time.;Diane Kruger;positive                    173,,,,,,,,,281
Life is not an easy matter... You cannot live through it without falling into frustration and cynicism unless you have before you a great idea which raises you above personal misery  above weakness  above all kinds of perfidy and baseness.;Leon Trotsky;great                    181,,,,,,,,,281
I think I make films to help bolster and feed the part of me that wants to remain in a positive relationship with the world and to engage in it. So hopefully in non-sentimental ways  I'm trying to make something that helps make me happy.;Mike Mills;positive                     181,,,,,,,,,281
Remaining vigilant toward this ever-present threat means constantly learning how better to protect ourselves. But primarily it reminds us that we must fight and win the war on terror  so that we do not have to fight it here in America.;Mark Kennedy;learning                     182,,,,,,,,,281
Let us never forget that government is ourselves and not an alien power over us. The ultimate rulers of our democracy are not a President and senators and congressmen and government officials  but the voters of this country.;Franklin D. Roosevelt;government                     191,,,,,,,,,281
I'm jamming 'Black Sabbath Vol. 4' all the time. Zappa's 'Cruising With Ruben &amp The Jets.' A lot of Gong lately. Some Hawkwind. The Residents' 'Duck Stab' is amazing. Some Fugs. Lots of stuff  man. I'm pretty schizophrenic with records.;Ty Segall;amazing                     194,,,,,,,,,281
